file_id,priority,quality_score,bangla_ratio,ooc_ratio,complexity_score,review_reason
2ea180c6-3148-4fcc-9977-49ad796a04f5,HIGH - Low Quality,22,0.00%,96.97%,47.6,CRITICAL: 97.0% OOC tags (32/33 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 96 English characters|Low Bangla character ratio: 0.0%
2b60dd1c-ce88-40f2-9e28-50bccdcdb378,HIGH - Low Quality,22,4.13%,93.85%,48.0,CRITICAL: 93.8% OOC tags (61/65 words) - Unusable|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 183 English characters|Low Bangla character ratio: 4.1%
2a9d3781-2e3f-4e4d-90ec-63a99988a588,HIGH - Low Quality,12,0.00%,100.00%,55.0,CRITICAL: 100.0% OOC tags (4/4 words) - Unusable|High OOC frequency: 3.5 OOC/second|Poor annotation coverage: 36.6% of audio annotated|Unrealistically high word density: 9.5 words/second|Mixed English
29bb55ed-8619-456d-8e96-de2587cab8fb,HIGH - Low Quality,22,0.00%,100.00%,49.4,CRITICAL: 100.0% OOC tags (9/9 words) - Unusable|Mixed English-Bangla text: 27 English characters|Low Bangla character ratio: 0.0%
21559fe1-e2a2-480c-87a6-a750df16a6e6,HIGH - Low Quality,32,21.99%,70.83%,56.8,SEVERE: 70.8% OOC tags (17/24 words) - Manual review needed|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 51 English characters|Low Bangla character ratio: 22.0%
214366c9-1c27-4f88-83e2-a60af3438a40,HIGH - Low Quality,22,0.00%,98.08%,46.5,CRITICAL: 98.1% OOC tags (51/52 words) - Unusable|Mixed English-Bangla text: 153 English characters|Low Bangla character ratio: 0.0%
20ea6d00-10db-4784-88ef-5de7c9996283,HIGH - Low Quality,9,0.00%,100.00%,50.7,CRITICAL: 100.0% OOC tags (7/7 words) - Unusable|Poor annotation coverage: 38.6% of audio annotated|Low word density: 0.6 words/second (expected 2-4)|Mixed English-Bangla text: 21 English characters|V
20c0a458-1468-4870-b1b1-388544d811db,HIGH - Low Quality,20,0.00%,93.75%,49.3,CRITICAL: 93.8% OOC tags (45/48 words) - Unusable|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 135 English characters|Many Western numerals: 21 digits|Low Bangla character ratio: 0.0%
1fd94496-0da0-4546-aca3-f87e7245a851,HIGH - Low Quality,9,0.00%,100.00%,50.0,CRITICAL: 100.0% OOC tags (8/8 words) - Unusable|Moderate annotation coverage: 59.4% of audio annotated|Low word density: 0.4 words/second (expected 2-4)|Mixed English-Bangla text: 24 English characte
1c0d4cd5-5c52-4e29-bc4c-51e1f7424636,HIGH - Low Quality,17,10.26%,76.92%,57.5,CRITICAL: 76.9% OOC tags (10/13 words) - Unusable|Moderate annotation coverage: 71.1% of audio annotated|Mixed English-Bangla text: 30 English characters|Low Bangla character ratio: 10.3%
16665e3c-3146-4caa-b258-1d54db1ef636,HIGH - Low Quality,12,0.00%,100.00%,53.0,CRITICAL: 100.0% OOC tags (5/5 words) - Unusable|High OOC frequency: 2.6 OOC/second|Poor annotation coverage: 41.3% of audio annotated|Unrealistically high word density: 6.4 words/second|Mixed English
13fc2a59-0a6e-4e92-b380-4895b70cf6e4,HIGH - Low Quality,32,24.49%,68.00%,58.0,SEVERE: 68.0% OOC tags (17/25 words) - Manual review needed|Low word density: 0.9 words/second (expected 2-4)|Mixed English-Bangla text: 51 English characters|Low Bangla character ratio: 24.5%
124f5677-72a5-4740-8d2f-f68ef8b32257,HIGH - Low Quality,22,0.00%,92.86%,48.1,CRITICAL: 92.9% OOC tags (26/28 words) - Unusable|Mixed English-Bangla text: 78 English characters|Low Bangla character ratio: 0.0%
42c5580b-ed7f-4c43-850e-b38ad2f2345c,HIGH - Low Quality,17,0.00%,100.00%,51.7,CRITICAL: 100.0% OOC tags (6/6 words) - Unusable|Moderate annotation coverage: 63.2% of audio annotated|Mixed English-Bangla text: 18 English characters|Low Bangla character ratio: 0.0%
41ddb26a-e4d0-485a-b631-23e18a1f2496,HIGH - Low Quality,17,0.00%,83.33%,58.8,CRITICAL: 83.3% OOC tags (5/6 words) - Unusable|Moderate annotation coverage: 76.6% of audio annotated|Mixed English-Bangla text: 15 English characters|Low Bangla character ratio: 0.0%
3fe7ada2-d685-46d5-a264-386360de2553,HIGH - Low Quality,22,0.00%,100.00%,45.6,CRITICAL: 100.0% OOC tags (66/66 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 198 English characters|Low Bangla character ratio: 0.0%
3e323419-b77d-4573-94e4-7897205ecc77,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (49/49 words) - Unusable|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 0.0%
3df80917-95b8-4a99-b758-6bf052b343e9,HIGH - Low Quality,22,0.00%,100.00%,45.7,CRITICAL: 100.0% OOC tags (57/57 words) - Unusable|Mixed English-Bangla text: 171 English characters|Low Bangla character ratio: 0.0%
3d180730-2cea-4f9a-90ac-00fc40012172,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (53/53 words) - Unusable|High OOC frequency: 2.5 OOC/second|Mixed English-Bangla text: 159 English characters|Low Bangla character ratio: 0.0%
3cb4f928-46d6-4105-8048-5fb452168988,HIGH - Low Quality,22,0.00%,100.00%,47.9,CRITICAL: 100.0% OOC tags (14/14 words) - Unusable|High OOC frequency: 2.9 OOC/second|Mixed English-Bangla text: 42 English characters|Low Bangla character ratio: 0.0%
3a30e5ce-a1b1-439b-b1ed-2d11c675d841,HIGH - Low Quality,22,16.33%,78.43%,53.3,CRITICAL: 78.4% OOC tags (40/51 words) - Unusable|Mixed English-Bangla text: 120 English characters|Low Bangla character ratio: 16.3%
3a2ba39e-c3fb-4be6-a128-ba8053ce90f4,HIGH - Low Quality,22,0.00%,97.37%,47.8,CRITICAL: 97.4% OOC tags (37/38 words) - Unusable|High OOC frequency: 2.3 OOC/second|Mixed English-Bangla text: 111 English characters|Low Bangla character ratio: 0.0%
37c045fa-4384-48c8-bfb9-bdeb56ba2801,HIGH - Low Quality,37,28.42%,59.38%,61.8,SEVERE: 59.4% OOC tags (19/32 words) - Manual review needed|Mixed English-Bangla text: 57 English characters|Low Bangla character ratio: 28.4%
3600e496-3b6a-4dd0-977c-ae3634b16c1a,HIGH - Low Quality,37,27.94%,62.82%,58.2,SEVERE: 62.8% OOC tags (49/78 words) - Manual review needed|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 27.9%
35a6e6e3-5940-463b-ae87-835bf509a20c,HIGH - Low Quality,37,29.10%,66.67%,59.0,SEVERE: 66.7% OOC tags (44/66 words) - Manual review needed|Mixed English-Bangla text: 132 English characters|Low Bangla character ratio: 29.1%
3431eb75-a897-4e06-9fef-89077bb757b0,HIGH - Low Quality,22,15.41%,80.39%,53.0,CRITICAL: 80.4% OOC tags (41/51 words) - Unusable|Mixed English-Bangla text: 123 English characters|Low Bangla character ratio: 15.4%
32d93829-c522-40ef-ba5e-146eff3a399a,HIGH - Low Quality,37,28.96%,59.15%,59.6,SEVERE: 59.2% OOC tags (42/71 words) - Manual review needed|Mixed English-Bangla text: 126 English characters|Low Bangla character ratio: 29.0%
315e5060-5ba5-42f1-b045-d159502a031d,HIGH - Low Quality,22,19.18%,81.82%,53.9,CRITICAL: 81.8% OOC tags (54/66 words) - Unusable|Mixed English-Bangla text: 162 English characters|Low Bangla character ratio: 19.2%
31378628-b4d0-4d7f-90f7-2fe7fa7abb91,HIGH - Low Quality,17,0.00%,100.00%,47.9,CRITICAL: 100.0% OOC tags (14/14 words) - Unusable|High OOC frequency: 2.5 OOC/second|Moderate annotation coverage: 78.5% of audio annotated|Mixed English-Bangla text: 42 English characters|Low Bangla
61dcce13-5986-453e-b0fd-1640ff60afa6,HIGH - Low Quality,22,17.26%,75.41%,52.9,CRITICAL: 75.4% OOC tags (46/61 words) - Unusable|Mixed English-Bangla text: 138 English characters|Low Bangla character ratio: 17.3%
5e602415-b993-43bd-907b-ad6ddc872756,HIGH - Low Quality,22,0.00%,95.45%,48.9,CRITICAL: 95.5% OOC tags (21/22 words) - Unusable|High OOC frequency: 2.5 OOC/second|Mixed English-Bangla text: 63 English characters|Low Bangla character ratio: 0.0%
5c3dcbf9-9740-4772-9f1c-d0496e239fbf,HIGH - Low Quality,22,17.45%,78.26%,52.4,CRITICAL: 78.3% OOC tags (36/46 words) - Unusable|Mixed English-Bangla text: 108 English characters|Low Bangla character ratio: 17.5%
5bdbaa1d-6d92-4a8f-824a-d6d4004de52f,HIGH - Low Quality,37,29.15%,57.38%,58.8,SEVERE: 57.4% OOC tags (35/61 words) - Manual review needed|Mixed English-Bangla text: 105 English characters|Low Bangla character ratio: 29.2%
5a3812a8-125c-4218-aff2-e823557f0875,HIGH - Low Quality,22,14.84%,77.78%,52.5,CRITICAL: 77.8% OOC tags (21/27 words) - Unusable|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 63 English characters|Low Bangla character ratio: 14.8%
56cad792-6908-4f80-94ca-74f0b7a246bb,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (51/51 words) - Unusable|Mixed English-Bangla text: 153 English characters|Low Bangla character ratio: 0.0%
52c5365f-c8cf-4b78-9078-a3d84c8c2baa,HIGH - Low Quality,32,21.67%,60.00%,65.3,SEVERE: 60.0% OOC tags (6/10 words) - Manual review needed|Moderate annotation coverage: 71.2% of audio annotated|Mixed English-Bangla text: 18 English characters|Low Bangla character ratio: 21.7%
51edcbf5-ed91-4c2b-9d87-a4c8720983b8,HIGH - Low Quality,12,0.00%,100.00%,51.7,CRITICAL: 100.0% OOC tags (6/6 words) - Unusable|Poor annotation coverage: 40.5% of audio annotated|Low word density: 1.4 words/second (expected 2-4)|Mixed English-Bangla text: 18 English characters|L
5061c5c4-6a47-4996-94eb-3c44fed8a563,HIGH - Low Quality,22,16.35%,77.97%,55.2,CRITICAL: 78.0% OOC tags (46/59 words) - Unusable|Mixed English-Bangla text: 138 English characters|Low Bangla character ratio: 16.3%
4f17930c-64f8-4049-a2f2-ed48bd9d9a36,HIGH - Low Quality,22,11.61%,84.21%,53.3,CRITICAL: 84.2% OOC tags (16/19 words) - Unusable|Mixed English-Bangla text: 48 English characters|Low Bangla character ratio: 11.6%
4e0eed73-33da-46d1-8670-a07a803ac016,HIGH - Low Quality,14,0.00%,100.00%,48.3,CRITICAL: 100.0% OOC tags (12/12 words) - Unusable|Low word density: 0.4 words/second (expected 2-4)|Mixed English-Bangla text: 36 English characters|Very low character rate: 2.4 chars/second|Low Bang
497e5507-35f4-4150-b902-4b2ca4ab9c30,HIGH - Low Quality,22,0.00%,98.04%,46.7,CRITICAL: 98.0% OOC tags (50/51 words) - Unusable|Mixed English-Bangla text: 150 English characters|Low Bangla character ratio: 0.0%
482b6e16-f925-4925-8632-dd3e2d73a38a,HIGH - Low Quality,22,0.00%,100.00%,48.1,CRITICAL: 100.0% OOC tags (13/13 words) - Unusable|High OOC frequency: 2.7 OOC/second|Mixed English-Bangla text: 39 English characters|Low Bangla character ratio: 0.0%
4713135a-5206-453e-9fb9-ebec5d16f44c,HIGH - Low Quality,9,0.00%,100.00%,50.0,CRITICAL: 100.0% OOC tags (8/8 words) - Unusable|Moderate annotation coverage: 54.2% of audio annotated|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 24 English characte
44a9e96b-ce66-4080-94dc-f53bf97154b5,HIGH - Low Quality,22,0.00%,97.73%,46.8,CRITICAL: 97.7% OOC tags (43/44 words) - Unusable|Mixed English-Bangla text: 129 English characters|Low Bangla character ratio: 0.0%
44385bf9-8c62-421a-9af4-cccebe2e771e,HIGH - Low Quality,22,0.00%,100.00%,45.7,CRITICAL: 100.0% OOC tags (61/61 words) - Unusable|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 183 English characters|Low Bangla character ratio: 0.0%
79c0e3d9-a2ab-46d9-814f-8e3e441abe48,HIGH - Low Quality,22,0.00%,95.38%,47.1,CRITICAL: 95.4% OOC tags (62/65 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 186 English characters|Low Bangla character ratio: 0.0%
78090f5c-87be-400f-bbab-52c73bdb8376,HIGH - Low Quality,37,28.70%,63.01%,58.8,SEVERE: 63.0% OOC tags (46/73 words) - Manual review needed|Mixed English-Bangla text: 138 English characters|Low Bangla character ratio: 28.7%
765d4a24-1c2b-45c2-a0d6-0455663ddbd9,HIGH - Low Quality,37,21.30%,68.18%,55.9,SEVERE: 68.2% OOC tags (45/66 words) - Manual review needed|Mixed English-Bangla text: 135 English characters|Low Bangla character ratio: 21.3%
763d1dc2-0763-4e79-b342-4288d66da0df,HIGH - Low Quality,22,0.00%,100.00%,45.6,CRITICAL: 100.0% OOC tags (71/71 words) - Unusable|High OOC frequency: 2.4 OOC/second|Mixed English-Bangla text: 213 English characters|Low Bangla character ratio: 0.0%
74d85c6d-a6fb-4b46-badd-e0a635852046,HIGH - Low Quality,37,27.74%,62.50%,56.8,SEVERE: 62.5% OOC tags (15/24 words) - Manual review needed|Mixed English-Bangla text: 45 English characters|Low Bangla character ratio: 27.7%
749f33a5-3e94-49a2-b357-02802350d240,HIGH - Low Quality,22,12.01%,85.53%,50.6,CRITICAL: 85.5% OOC tags (65/76 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 195 English characters|Low Bangla character ratio: 12.0%
7175f791-2623-4c87-9d24-356489b5846c,HIGH - Low Quality,22,0.00%,100.00%,45.7,CRITICAL: 100.0% OOC tags (57/57 words) - Unusable|Mixed English-Bangla text: 171 English characters|Low Bangla character ratio: 0.0%
708a557d-0991-4af9-9ad3-01756255e692,HIGH - Low Quality,22,0.00%,98.08%,46.5,CRITICAL: 98.1% OOC tags (51/52 words) - Unusable|Mixed English-Bangla text: 153 English characters|Low Bangla character ratio: 0.0%
701c0e22-02de-4782-9201-f00eea8662d3,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (48/48 words) - Unusable|Mixed English-Bangla text: 144 English characters|Low Bangla character ratio: 0.0%
6f261dfd-eee4-4db2-b7e5-c52063c75420,HIGH - Low Quality,22,0.00%,98.25%,46.4,CRITICAL: 98.2% OOC tags (56/57 words) - Unusable|Mixed English-Bangla text: 168 English characters|Low Bangla character ratio: 0.0%
6c6bf0af-24b9-4ac9-8046-13d0b1f75f1c,HIGH - Low Quality,17,0.00%,100.00%,47.0,CRITICAL: 100.0% OOC tags (20/20 words) - Unusable|Low word density: 0.7 words/second (expected 2-4)|Mixed English-Bangla text: 60 English characters|Low Bangla character ratio: 0.0%
6c207d71-2ecd-4966-87cd-af8821a659b5,HIGH - Low Quality,22,0.00%,96.49%,47.1,CRITICAL: 96.5% OOC tags (55/57 words) - Unusable|Mixed English-Bangla text: 165 English characters|Low Bangla character ratio: 0.0%
6b874ebd-bd10-417b-a894-d3265ec2ff28,HIGH - Low Quality,22,0.00%,96.15%,47.6,CRITICAL: 96.2% OOC tags (50/52 words) - Unusable|Mixed English-Bangla text: 150 English characters|Low Bangla character ratio: 0.0%
6a47ce0c-291b-4462-af55-800c1703306d,HIGH - Low Quality,22,0.00%,100.00%,45.7,CRITICAL: 100.0% OOC tags (54/54 words) - Unusable|Mixed English-Bangla text: 162 English characters|Low Bangla character ratio: 0.0%
676027b8-45b9-440e-bfe3-79873b221dfd,HIGH - Low Quality,22,10.84%,85.51%,51.5,CRITICAL: 85.5% OOC tags (59/69 words) - Unusable|Mixed English-Bangla text: 177 English characters|Low Bangla character ratio: 10.8%
63558d56-5139-40a0-b934-aba8a6f4030b,HIGH - Low Quality,22,14.81%,80.49%,52.6,CRITICAL: 80.5% OOC tags (66/82 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 198 English characters|Low Bangla character ratio: 14.8%
8deb93a9-0823-4c3b-86e2-d91b7d3030cf,HIGH - Low Quality,14,0.00%,100.00%,48.3,CRITICAL: 100.0% OOC tags (12/12 words) - Unusable|Low word density: 0.4 words/second (expected 2-4)|Mixed English-Bangla text: 36 English characters|Very low character rate: 2.4 chars/second|Low Bang
8d41cc78-c923-4ef1-9684-0310c329b306,HIGH - Low Quality,22,0.00%,100.00%,45.6,CRITICAL: 100.0% OOC tags (62/62 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 186 English characters|Low Bangla character ratio: 0.0%
8d009bed-b7c3-4b1b-b8ca-68472f3105e2,HIGH - Low Quality,14,0.00%,100.00%,48.1,CRITICAL: 100.0% OOC tags (13/13 words) - Unusable|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 39 English characters|Very low character rate: 2.6 chars/second|Low Bang
8c627669-074a-4f5b-bdc6-d1b464f6dbe8,HIGH - Low Quality,22,0.00%,94.29%,49.4,CRITICAL: 94.3% OOC tags (33/35 words) - Unusable|Mixed English-Bangla text: 99 English characters|Low Bangla character ratio: 0.0%
8b393f80-731f-4674-848e-95cc444b0546,HIGH - Low Quality,22,0.00%,100.00%,47.4,CRITICAL: 100.0% OOC tags (17/17 words) - Unusable|High OOC frequency: 3.0 OOC/second|Mixed English-Bangla text: 51 English characters|Low Bangla character ratio: 0.0%
89d98887-8532-4098-b5f5-21c8d207a2c5,HIGH - Low Quality,22,0.00%,100.00%,45.5,CRITICAL: 100.0% OOC tags (86/86 words) - Unusable|High OOC frequency: 2.9 OOC/second|Mixed English-Bangla text: 258 English characters|Low Bangla character ratio: 0.0%
871d2f64-5fff-44e3-b966-940d19b0b103,HIGH - Low Quality,22,0.00%,94.29%,47.5,CRITICAL: 94.3% OOC tags (66/70 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 198 English characters|Low Bangla character ratio: 0.0%
8650f115-b025-4df6-a689-8f03ac7d6776,HIGH - Low Quality,17,0.00%,100.00%,49.0,CRITICAL: 100.0% OOC tags (10/10 words) - Unusable|High OOC frequency: 2.4 OOC/second|Moderate annotation coverage: 65.4% of audio annotated|Mixed English-Bangla text: 30 English characters|Low Bangla
84fd0bd0-9c6f-4cdc-a5bd-f376d58b81d8,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 66 English characters|Low Bangla character ratio: 0.0%
8429040e-e24f-47fe-bcff-cd0a8ebf0cfa,HIGH - Low Quality,22,7.95%,87.50%,50.3,CRITICAL: 87.5% OOC tags (49/56 words) - Unusable|High OOC frequency: 2.6 OOC/second|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 8.0%
81e2326d-e5be-4cac-9f65-5875a5edd981,HIGH - Low Quality,37,29.25%,62.00%,59.9,SEVERE: 62.0% OOC tags (31/50 words) - Manual review needed|Mixed English-Bangla text: 93 English characters|Low Bangla character ratio: 29.3%
7f880b36-281f-4e89-9490-c51e310ee512,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (52/52 words) - Unusable|Mixed English-Bangla text: 156 English characters|Low Bangla character ratio: 0.0%
7f776a92-74dd-4cdc-be0c-d48165aba566,HIGH - Low Quality,22,11.95%,79.17%,57.0,CRITICAL: 79.2% OOC tags (19/24 words) - Unusable|Mixed English-Bangla text: 57 English characters|Low Bangla character ratio: 11.9%
7e9e90ba-e166-4404-bded-ca487840bc82,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|High OOC frequency: 3.1 OOC/second|Moderate annotation coverage: 76.7% of audio annotated|Mixed English-Bangla text: 66 English characters|Low Bangla
7e16b6c9-80c3-49e4-9100-f1f9b88de0aa,HIGH - Low Quality,22,0.00%,100.00%,45.6,CRITICAL: 100.0% OOC tags (62/62 words) - Unusable|High OOC frequency: 2.1 OOC/second|Mixed English-Bangla text: 186 English characters|Low Bangla character ratio: 0.0%
7defc653-b213-491f-a3f0-4305b16f46ed,HIGH - Low Quality,22,0.00%,100.00%,45.9,CRITICAL: 100.0% OOC tags (47/47 words) - Unusable|Mixed English-Bangla text: 141 English characters|Low Bangla character ratio: 0.0%
a2392112-3b1c-4651-8fc2-f366c516c111,HIGH - Low Quality,22,2.97%,88.64%,50.2,CRITICAL: 88.6% OOC tags (39/44 words) - Unusable|High OOC frequency: 2.0 OOC/second|Mixed English-Bangla text: 117 English characters|Low Bangla character ratio: 3.0%
a1ce9685-71c9-4eef-871a-54eaa51488e2,HIGH - Low Quality,22,12.24%,84.51%,52.1,CRITICAL: 84.5% OOC tags (60/71 words) - Unusable|Mixed English-Bangla text: 184 English characters|Low Bangla character ratio: 12.2%
a1b7e9a6-938d-4eb3-83a6-1640846930ec,HIGH - Low Quality,32,21.43%,55.56%,63.8,SEVERE: 55.6% OOC tags (5/9 words) - Manual review needed|Moderate annotation coverage: 78.4% of audio annotated|Mixed English-Bangla text: 15 English characters|Low Bangla character ratio: 21.4%
a19a6573-06e0-404d-ad41-9f36f5af1a66,HIGH - Low Quality,14,0.00%,100.00%,48.3,CRITICAL: 100.0% OOC tags (12/12 words) - Unusable|Low word density: 0.4 words/second (expected 2-4)|Mixed English-Bangla text: 36 English characters|Very low character rate: 2.4 chars/second|Low Bang
a12b73bd-475a-4622-bc86-592a66158ed1,HIGH - Low Quality,32,28.18%,65.52%,61.0,SEVERE: 65.5% OOC tags (19/29 words) - Manual review needed|Moderate annotation coverage: 68.1% of audio annotated|Mixed English-Bangla text: 57 English characters|Low Bangla character ratio: 28.2%
a0ccc3b1-1827-4224-bd28-4c4b2d4d4a30,HIGH - Low Quality,22,0.00%,94.44%,49.8,CRITICAL: 94.4% OOC tags (17/18 words) - Unusable|High OOC frequency: 2.6 OOC/second|Mixed English-Bangla text: 51 English characters|Low Bangla character ratio: 0.0%
9c6a62a4-db79-4a11-92b7-40d5f49adcea,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 66 English characters|Low Bangla character ratio: 0.0%
9908bb44-dee2-4d2b-92db-6e5dc27b5965,HIGH - Low Quality,37,8.45%,72.73%,61.2,SEVERE: 72.7% OOC tags (8/11 words) - Manual review needed|Mixed English-Bangla text: 24 English characters|Low Bangla character ratio: 8.5%
9868b919-dd48-4819-b9b1-eea001f20cd4,HIGH - Low Quality,17,0.00%,100.00%,48.1,CRITICAL: 100.0% OOC tags (13/13 words) - Unusable|High OOC frequency: 3.4 OOC/second|Moderate annotation coverage: 59.7% of audio annotated|Mixed English-Bangla text: 39 English characters|Low Bangla
95326f66-bf6f-4c22-bd41-1cc7e6d1ea94,HIGH - Low Quality,22,24.11%,75.44%,56.3,CRITICAL: 75.4% OOC tags (43/57 words) - Unusable|Mixed English-Bangla text: 129 English characters|Low Bangla character ratio: 24.1%
922c2a1c-87fa-476e-a8dd-71887136bdf0,HIGH - Low Quality,17,0.00%,100.00%,47.5,CRITICAL: 100.0% OOC tags (16/16 words) - Unusable|Low word density: 0.6 words/second (expected 2-4)|Mixed English-Bangla text: 48 English characters|Low Bangla character ratio: 0.0%
92163706-299d-47ac-a565-d11367062543,HIGH - Low Quality,22,0.00%,95.83%,48.6,CRITICAL: 95.8% OOC tags (23/24 words) - Unusable|High OOC frequency: 2.4 OOC/second|Mixed English-Bangla text: 69 English characters|Low Bangla character ratio: 0.0%
901849a9-bce7-494e-8a01-c34a8a884114,HIGH - Low Quality,14,0.00%,100.00%,48.1,CRITICAL: 100.0% OOC tags (13/13 words) - Unusable|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 39 English characters|Very low character rate: 2.6 chars/second|Low Bang
8fa2cfbb-b408-4369-b0b0-f64fbf105856,HIGH - Low Quality,37,19.42%,72.22%,56.0,SEVERE: 72.2% OOC tags (13/18 words) - Manual review needed|Mixed English-Bangla text: 39 English characters|Low Bangla character ratio: 19.4%
8ee7cf3e-b5b5-45c3-ab47-ec7fcb7089ee,HIGH - Low Quality,37,27.39%,63.64%,58.3,SEVERE: 63.6% OOC tags (49/77 words) - Manual review needed|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 27.4%
8e3049f3-33d5-4aac-9315-204715bcbf7d,HIGH - Low Quality,17,0.00%,100.00%,50.7,CRITICAL: 100.0% OOC tags (7/7 words) - Unusable|High OOC frequency: 3.3 OOC/second|Moderate annotation coverage: 68.8% of audio annotated|Mixed English-Bangla text: 21 English characters|Low Bangla c
ba0f4e10-e995-4a6a-95a8-e90398930881,HIGH - Low Quality,22,0.00%,98.51%,46.1,CRITICAL: 98.5% OOC tags (66/67 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 198 English characters|Low Bangla character ratio: 0.0%
b95af17c-90ee-4408-8888-2debf9af06a6,HIGH - Low Quality,22,0.00%,98.15%,46.5,CRITICAL: 98.1% OOC tags (53/54 words) - Unusable|Mixed English-Bangla text: 159 English characters|Low Bangla character ratio: 0.0%
b9109c32-d0d0-4932-919b-d37bd75df85c,HIGH - Low Quality,37,17.72%,71.79%,56.6,SEVERE: 71.8% OOC tags (28/39 words) - Manual review needed|Mixed English-Bangla text: 84 English characters|Low Bangla character ratio: 17.7%
b8a85f9e-0cd2-40b5-9923-ff2214773eca,HIGH - Low Quality,17,0.00%,100.00%,46.8,CRITICAL: 100.0% OOC tags (22/22 words) - Unusable|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 66 English characters|Low Bangla character ratio: 0.0%
b7a2bf57-bad5-4f52-a866-393648544ce0,HIGH - Low Quality,17,0.00%,100.00%,47.4,CRITICAL: 100.0% OOC tags (17/17 words) - Unusable|Moderate annotation coverage: 75.4% of audio annotated|Mixed English-Bangla text: 51 English characters|Low Bangla character ratio: 0.0%
b588ed3c-e1d2-498a-9dfc-fd500ad06ed5,HIGH - Low Quality,14,0.00%,100.00%,47.9,CRITICAL: 100.0% OOC tags (14/14 words) - Unusable|Low word density: 0.5 words/second (expected 2-4)|Mixed English-Bangla text: 42 English characters|Very low character rate: 2.8 chars/second|Low Bang
b4e1e226-de93-4890-aeaf-f178e58d63a8,HIGH - Low Quality,9,0.00%,100.00%,65.0,CRITICAL: 100.0% OOC tags (2/2 words) - Unusable|Moderate annotation coverage: 61.3% of audio annotated|Low word density: 0.8 words/second (expected 2-4)|Mixed English-Bangla text: 6 English character
b4660d59-e9ae-435c-800d-99a85d0e90b2,HIGH - Low Quality,22,10.02%,88.16%,50.0,CRITICAL: 88.2% OOC tags (67/76 words) - Unusable|High OOC frequency: 2.2 OOC/second|Mixed English-Bangla text: 201 English characters|Low Bangla character ratio: 10.0%
b004d90d-b408-485d-9385-eb07d18b54e6,HIGH - Low Quality,37,25.90%,64.15%,57.5,SEVERE: 64.2% OOC tags (34/53 words) - Manual review needed|Mixed English-Bangla text: 102 English characters|Low Bangla character ratio: 25.9%
ae0ecbf3-5461-4e9e-af2d-90c354cbb8bb,HIGH - Low Quality,22,0.00%,100.00%,45.8,CRITICAL: 100.0% OOC tags (49/49 words) - Unusable|Mixed English-Bangla text: 147 English characters|Low Bangla character ratio: 0.0%
ad277bb4-b04c-497f-b41e-5c009c3223d3,HIGH - Low Quality,22,0.00%,100.00%,45.7,CRITICAL: 100.0% OOC tags (60/60 words) - Unusable|Mixed English-Bangla text: 180 English characters|Low Bangla character ratio: 0.0%
ac221add-6562-4184-b93f-04efc04e9f36,HIGH - Low Quality,22,9.90%,83.58%,51.0,CRITICAL: 83.6% OOC tags (56/67 words) - Unusable|Mixed English-Bangla text: 168 English characters|Low Bangla character ratio: 9.9%
